#------------------------------------
# Weapon Anim IDs
#------------------------------------
# WeaponCategoryHandStyle
027115 - RollingMediumFrontLeft
027116 - RollingMediumBackRightSelftrans
027116 - RollingMediumBackRight
027117 - RollingMediumBackLeftSelftrans
027117 - RollingMediumBackLeft
027122 - RollingHeavyLeftSelftrans
027122 - RollingHeavyLeft
027123 - RollingHeavyRightSelftrans
027123 - RollingHeavyRight
027124 - RollingHeavyFrontRightSelftrans
027124 - RollingHeavyFrontRight
027125 - RollingHeavyFrontLeftSelftrans
027125 - RollingHeavyFrontLeft
027126 - RollingHeavyBackRightSelftrans
027126 - RollingHeavyBackRight
027127 - RollingHeavyBackLeftSelftrans
027127 - RollingHeavyBackLeft
027130 - RollingOverweightFront
027131 - RollingOverweightBack
027132 - RollingOverweightLeft
027133 - RollingOverweightRight
027400 - JumpLong
027410 - Jump
027502 - EStepDownLeft
027503 - EStepDownRight
027504 - EStepDownFrontRight
027505 - EStepDownFrontLeft
027506 - EStepDownBackRight
027507 - EStepDownBackLeft
028000 - LadderCoastStart
028001 - LadderCoastRight
028001 - LadderCoastLeft
028002 - LadderCoastLanding
028003 - LadderCoastStopLeft
028004 - LadderCoastStopRight
028011 - LadderUpLeft
028012 - LadderUpRight
028013 - LadderEndTopLeft
028014 - LadderEndTopRight
028020 - LadderStartTop
028021 - LadderDownLeft
028022 - LadderDownRight
028023 - LadderEndBottomLeft
028024 - LadderEndBottomRight
028030 - LadderIdleLeft
028031 - LadderDamageSmallLeft
028033 - LadderDamageLargeLeft
028035 - LadderAttackUpLeft
028036 - LadderAttackDownLeft
028040 - LadderIdleRight
028041 - LadderDamageSmallRight
028043 - LadderDamageLargeRight
028045 - LadderAttackUpRight
028046 - LadderAttackDownRight
028050 - LadderDrop
028100 - LadderStartBottom
028211 - LadderUpLeftFast
028212 - LadderUpRightFast
029000 - WeaponChangeStart_RightBack
029000 - WeaponChangeStart_RightBack_Upper
029001 - WeaponChangeStart_RightWeast
029001 - WeaponChangeStart_RightWeast_Upper
029002 - WeaponChangeStart_RightShoulder
029002 - WeaponChangeStart_RightShoulder_Upper
029003 - WeaponChangeStart_RightSpear
029003 - WeaponChangeStart_RightSpear_Upper
029005 - HandChangeRightFromBack
029005 - WeaponChangeEnd_RightBack
029005 - HandChangeRightFromBack_Upper
029005 - WeaponChangeEnd_RightBack_Upper
029006 - HandChangeRightFromWaist
029006 - WeaponChangeEnd_RightWeast
029006 - HandChangeRightFromWaist_Upper
029006 - WeaponChangeEnd_RightWeast_Upper
029007 - HandChangeRightFromShoulder
029007 - WeaponChangeEnd_RightShoulder
029007 - HandChangeRightFromShoulder_Upper
029007 - WeaponChangeEnd_RightShoulder_Upper
029008 - HandChangeRightSpear
029008 - WeaponChangeEnd_RightSpear
029008 - HandChangeRightSpear_Upper
029008 - WeaponChangeEnd_RightSpear_Upper
029010 - HandChangeBothToShoulder
029010 - HandChangeBothToShoulder_Upper
029011 - HandChangeBothToWaist
029011 - HandChangeBothToWaist_Upper
029012 - HandChangeBothToBack
029012 - HandChangeBothToBack_Upper
029013 - HandChangeBothRightToShoulder
029013 - HandChangeBothRightToShoulder_Upper
029014 - HandChangeBothRightToWaist
029014 - HandChangeBothRightToWaist_Upper
029015 - HandChangeBothRightToBack
029015 - HandChangeBothRightToBack_Upper
029020 - WeaponChangeStart_LeftBack
029020 - WeaponChangeStart_LeftBack_Upper
029020 - SwordArtsToBack
029021 - WeaponChangeStart_LeftWeast
029021 - WeaponChangeStart_LeftWeast_Upper
029021 - SwordArtsToWaist
029022 - WeaponChangeStart_LeftShoulder
029022 - WeaponChangeStart_LeftShoulder_Upper
029022 - SwordArtsToShoulder
029023 - WeaponChangeStart_LeftSpear
029023 - WeaponChangeStart_LeftSpear_Upper
029023 - SwordArtsToSpear
029025 - HandChangeLeftFromBack
029025 - WeaponChangeEnd_LeftBack
029025 - HandChangeLeftFromBack_Upper
029025 - WeaponChangeEnd_LeftBack_Upper
029025 - SwordArtsFromBack
029026 - HandChangeLeftFromWaist
029026 - WeaponChangeEnd_LeftWeast
029026 - HandChangeLeftFromWaist_Upper
029026 - WeaponChangeEnd_LeftWeast_Upper
029026 - SwordArtsFromWaist
029027 - HandChangeLeftFromShoulder
029027 - WeaponChangeEnd_LeftShoulder
029027 - HandChangeLeftFromShoulder_Upper
029027 - WeaponChangeEnd_LeftShoulder_Upper
029027 - SwordArtsFromShoulder
029028 - HandChangeLeftSpear
029028 - WeaponChangeEnd_LeftSpear
029028 - HandChangeLeftSpear_Upper
029028 - WeaponChangeEnd_LeftSpear_Upper
029028 - SwordArtsFromSpear
029030 - HandChangeRightToBack
029030 - HandChangeRightToBack_Upper
029031 - HandChangeRightToWaist
029031 - HandChangeRightToWaist_Upper
029032 - HandChangeRightToShoulder
029032 - HandChangeRightToShoulder_Upper
029033 - HandChangeRightToSpear
029033 - HandChangeRightToSpear_Upper
029040 - HandChangeLeftToBack
029040 - HandChangeLeftToBack_Upper
029041 - HandChangeLeftToWaist
029041 - HandChangeLeftToWaist_Upper
029042 - HandChangeLeftToShoulder
029042 - HandChangeLeftToShoulder_Upper
029043 - HandChangeLeftToSpear
029043 - HandChangeLeftToSpear_Upper
029050 - HandChangeBoth
029050 - HandChangeBoth_Upper
029053 - HandChangeBothLeft
029053 - HandChangeBothLeft_Upper
029070 - HandChangeSingleLeftToBack
029070 - HandChangeSingleLeftToBack_Upper
029071 - HandChangeSingleLeftToWaist
029071 - HandChangeSingleLeftToWaist_Upper
029072 - HandChangeSingleLeftToShoulder
029072 - HandChangeSingleLeftToShoulder_Upper
029073 - HandChangeSingleLeftToSpear
029073 - HandChangeSingleLeftToSpear_Upper
029080 - SwordArtsWaistOneshot
029081 - SwordArtsBackOneshot
029082 - SwordArtsShoulderOneshot
029083 - SwordArtsSpearOneshot
000030 - GuardOnTorch
000030 - GuardOnToche_Upper
004000 - FallLoop
040012 - DragonFullStartBefore
040012 - DragonFullStartBefore_Upper
040013 - DragonHeadStartAfterLVL2
040013 - DragonHeadStartAfterLVL2_Upper
004010 - FallStartFaceUp00
004020 - FallLoopFaceDown
040312 - DragonFullEndBefore
040312 - DragonFullEndBefore_Upper
040313 - DragonHeadEndAfterLVL2
040313 - DragonHeadEndAfterLVL2_Upper
004050 - FallStart
004060 - FallStartFaceUp
004070 - FallStartFaceDown
004080 - FallJumpStart
004100 - FallDeath
004101 - FallDeathLoop
004110 - FallDeathFaceUp
004111 - FallDeathFaceDown
004120 - FallDeathLoopFaceUp
004121 - FallDeathLoopFaceDown
004200 - LandDefault
042012 - DragonHeadStartBefore
042012 - DragonHeadStartBefore_Upper
042013 - DragonHeadStartAfter
042013 - DragonHeadStartAfter_Upper
004210 - LandMiddle
004220 - LandHeavy
004230 - LandCatDefault
042312 - DragonHeadEndBefore
042312 - DragonHeadEndBefore_Upper
042313 - DragonHeadEndAfter
042313 - DragonHeadEndAfter_Upper
004240 - LandCatMiddle
004250 - LandCatHeavy
004260 - LandFaceUp
004270 - LandFaceDown
004280 - LandJump
004290 - LandLow
042901 - DragonHeadLoopAfter
042901 - DragonHeadLoopAfter_Upper
042902 - ItemPray
042902 - ItemPray_Upper
042903 - DragonHeadLoopAfterLVL2
042903 - DragonHeadLoopAfterLVL2_Upper
004500 - LadderFallStart
004510 - LadderFallLoop
004520 - LadderFallLanding
004530 - SlideStart
004540 - SlideForward
004550 - SlideEnd
004560 - SlideLeft
004570 - SlideRight
005000 - DamageSmallLeft
050000 - ItemRecover
050000 - ItemRecover_Upper
005001 - DamageSmallRight
050010 - ItemSoul
050010 - ItemSoul_Upper
005002 - DamageSmallFront
050020 - ItemWeaponRepair
050020 - ItemWeaponRepair_Upper
005003 - DamageSmallBack
050030 - ItemMessage
050030 - ItemMessage_Upper
050040 - DragonFullStartAfter
050040 - DragonFullStartAfter_Upper
050041 - DragonFullStartAfterLVL2
050041 - DragonFullStartAfterLVL2_Upper
050050 - NoArrow
050050 - ItemInvalid
050050 - ItemInvalid_Upper
050060 - ItemWeaponEnchant
050060 - ItemWeaponEnchant_Upper
050070 - ItemThrowKnife
050070 - ItemThrowKnife_Upper
050080 - ItemThrowBottle
050080 - ItemThrowBottle_Upper
050090 - ItemMeganeStart
050090 - ItemMeganeStart_Upper
050091 - ItemMeganeLoop
050091 - ItemMeganeLoop_Upper
050092 - ItemMeganeEnd
050092 - ItemMeganeEnd_Upper
050100 - ItemTrap
050100 - ItemTrap_Upper
050110 - ItemDrinkStart
050110 - ItemDrinkStart_Upper
050111 - ItemDrinking
050111 - ItemDrinking_Upper
050112 - ItemDrinkEnd
050112 - ItemDrinkEnd_Upper
050113 - ItemDrinkEmpty
050113 - ItemDrinkEmpty_Upper
050114 - ItemDrinkNothing
050114 - ItemDrinkNothing_Upper
050120 - ItemShockWeaveStart
050120 - ItemShockWeaveStart_Upper
050121 - ItemShockWeaveEnd
050121 - ItemShockWeaveEnd_Upper
050130 - ItemBackBottle
050130 - ItemBackBottle_Upper
050140 - ItemDrinkStartMP
050140 - ItemDrinkStartMP_Upper
050141 - ItemDrinkingMP
050141 - ItemDrinkingMP_Upper
050142 - ItemDrinkEndMP
050142 - ItemDrinkEndMP_Upper
050144 - ItemDrinkNothingMP
050144 - ItemDrinkNothingMP_Upper
050150 - ItemDrinkStartSake
050150 - ItemDrinkStartSake_Upper
050151 - ItemDrinkingSake
050151 - ItemDrinkingSake_Upper
050152 - ItemDrinkEndSake
050152 - ItemDrinkEndSake_Upper
050160 - ItemChameleon
050160 - ItemChameleon_Upper
050170 - ItemOldMonk
050170 - ItemOldMonk_Upper
005100 - DamageMiddleLeft
051000 - ItemLadderRecoverLeft
005101 - DamageMiddleRight
051010 - ItemLadderSoulLeft
005102 - DamageMiddleFront
005103 - DamageMiddleBack
051050 - ItemLadderInvalidLeft
051110 - ItemLadderDrinkStartLeft
051111 - ItemLadderDrinkingLeft
051112 - ItemLadderDrinkEndLeft
051113 - ItemLadderDrinkEmptyLeft
051114 - ItemLadderDrinkNothingLeft
051120 - ItemLadderDrinkStartMPLeft
051121 - ItemLadderDrinkingMPLeft
051122 - ItemLadderDrinkEndMPLeft
051124 - ItemLadderDrinkNothingMPLeft
051130 - ItemLadderDrinkStartSakeLeft
051131 - ItemLadderDrinkingSakeLeft
051132 - ItemLadderDrinkEndSakeLeft
005200 - DamageLargeLeft
052000 - ItemLadderRecoverRight
005201 - DamageLargeRight
052010 - ItemLadderSoulRight
005202 - DamageLargeFront
005203 - DamageLargeBack
052050 - ItemLadderInvalidRight
052110 - ItemLadderDrinkStartRight
052111 - ItemLadderDrinkingRight
052112 - ItemLadderDrinkEndRight
052113 - ItemLadderDrinkEmptyRight
052114 - ItemLadderDrinkNothingRight
052120 - ItemLadderDrinkStartMPRight
052121 - ItemLadderDrinkingMPRight
052122 - ItemLadderDrinkEndMPRight
052124 - ItemLadderDrinkNothingMPRight
052130 - ItemLadderDrinkStartSakeRight
052131 - ItemLadderDrinkingSakeRight
052132 - ItemLadderDrinkEndSakeRight
005300 - DamageExLargeLeft
005300 - DamageExBlastLeft
005301 - DamageExLargeRight
005301 - DamageExBlastRight
005302 - DamageExLargeFront
005302 - DamageExBlastFront
005303 - DamageExLargeBack
005303 - DamageExBlastBack
005350 - DamageLarge2Left
005351 - DamageLarge2Right
005352 - DamageLarge2Front
005353 - DamageLarge2Back
005400 - DamageMinimumA
005401 - DamageMinimumB
005402 - DamageMinimumC
005500 - DamageSmallBlowLeft
055000 - QuickItemThrowKnifeNormal
055000 - QuickItemThrowKnifeNormal_Upper
005501 - DamageSmallBlowRight
055010 - QuickItemThrowKnifeDash
055010 - QuickItemThrowKnifeDash_Upper
005502 - DamageSmallBlowFront
055020 - QuickItemThrowKnifeStep
055020 - QuickItemThrowKnifeStep_Upper
005503 - DamageSmallBlowBack
055030 - QuickItemThrowKnifeAttackRight
055030 - QuickItemThrowKnifeAttackRight_Upper
055031 - QuickItemThrowKnifeAttackRight2
055031 - QuickItemThrowKnifeAttackRight2_Upper
055040 - QuickItemThrowKnifeAttackLeft
055040 - QuickItemThrowKnifeAttackLeft_Upper
055041 - QuickItemThrowKnifeAttackLeft2
055041 - QuickItemThrowKnifeAttackLeft2_Upper
055200 - QuickItemEnchantNormal
055200 - QuickItemEnchantNormal_Upper
055210 - QuickItemEnchantDash
055210 - QuickItemEnchantDash_Upper
055220 - QuickItemEnchantStep
055220 - QuickItemEnchantStep_Upper
055230 - QuickItemEnchantAttackRight
055230 - QuickItemEnchantAttackRight_Upper
055240 - QuickItemEnchantAttackLeft
055240 - QuickItemEnchantAttackLeft_Upper
005600 - DamagePushLeft
005601 - DamagePushRight
005602 - DamagePushFront
005603 - DamagePushBack
005700 - DamageWeakLeft
005701 - DamageWeakRight
005702 - DamageWeakFront
005703 - DamageWeakBack
005800 - DamageBreathLeft
005801 - DamageBreathRight
005802 - DamageBreathFront
005803 - DamageBreathBack
005900 - DamageFling
005910 - DamageUpper
000060 - InGameMenuIdleLoop
006000 - DamageParryRight
060000 - Event60000
060001 - Event60001
060002 - Event60002
060003 - Event60003
060010 - Event60010
060020 - Event60020
060030 - Event60030
060040 - Event60040
060060 - Event60060
060070 - Event60070
060080 - Event60080
060090 - Event60090
006010 - DamageParryLeft
060100 - Event60100
060160 - Event60160
060170 - Event60170
060180 - Event60180
060190 - Event60190
060200 - Event60200
060202 - Event60202
060210 - Event60210
060220 - Event60220
060230 - Event60230
060231 - Event60231
060240 - Event60240
060241 - Event60241
060250 - Event60250
060260 - BonfireWarpEnd
060270 - Event60270
060370 - Event60370
060380 - Event60380
060390 - Event60390
060400 - Event60400
060410 - Event60410
060420 - Event60420
060430 - Event60430
060440 - Event60440
060750 - Event60750
060760 - Event60760
060780 - Event60780
060790 - Event60790
060800 - Event60800
060810 - Event60810
000061 - InGameMenuIdleStart
061000 - Event61000
061000 - Event61000_Upper
000062 - InGameMenuIdleEnd
063000 - Event63000
063010 - Event63010
063020 - Event63020
063060 - Event63060
063070 - Event63070
065000 - CultCatch
065001 - CultRelease
065012 - Event65012
065013 - Event65013
065030 - Event65030
065040 - Event65040
065100 - CultStart1
065110 - CultCont1
065120 - CultEnd1
065130 - CultInterrupt1
065200 - CultStart2
065210 - CultCont2
065220 - CultEnd2
065230 - CultInterrupt2
065300 - CultStart3
065310 - CultCont3
065320 - CultEnd3
065330 - CultInterrupt3
065400 - CultStart4
065410 - CultCont4
065420 - CultEnd4
065430 - CultInterrupt4
065500 - CultStart5
065510 - CultCont5
065520 - CultEnd5
065530 - CultInterrupt5
065600 - CultStart6
065610 - CultCont6
065620 - CultEnd6
065630 - CultInterrupt6
065700 - CultStart7
065710 - CultCont7
065720 - CultEnd7
065730 - CultInterrupt7
068000 - BonfireInitialize
068001 - BonfireHumanRestore
068002 - BonfireGiveHeroPoint
068010 - BonfireStart
068011 - BonfireLoop
068012 - BonfireEnd
068100 - BonfireWarp
068101 - BonfireWarp2
069000 - Event69000
069001 - Event69001
069002 - Event69002
069003 - Event69003
069010 - Event69010
069030 - Event69030
069040 - Event69040
069050 - Event69050
069060 - Event69060
069070 - Event69070
070000 - Throw70000
070001 - ThrowDeath70000
070002 - ThrowDeathIdle70000
070002 - ThrowDeathIdle70510
070010 - Throw70010
070011 - ThrowDeath70010
070011 - ThrowDeath70510
070011 - ThrowDeath70530
070012 - ThrowDeathIdle70010
070020 - Throw70020
070021 - ThrowDeath70020
070022 - ThrowDeathIdle70020
070030 - Throw70030
070031 - ThrowDeath70030
070032 - ThrowDeathIdle70030
070100 - Throw70100
070101 - ThrowDeath70100
070102 - ThrowDeathIdle70100
070300 - Throw70300
070301 - ThrowDeath70300
070302 - ThrowDeathIdle70300
070303 - ThrowEscape70300
070304 - ThrowDefHold70300
070310 - Throw70310
070311 - ThrowDeath70310
070312 - ThrowDeathIdle70310
070500 - Throw70500
070501 - ThrowDeath70500
070502 - ThrowDeathIdle70500
070510 - Throw70510
070520 - Throw70520
070521 - ThrowDeath70520
070522 - ThrowDeathIdle70520
070530 - Throw70530
070540 - Throw70540
070541 - ThrowDeath70540
070542 - ThrowDeathIdle70540
070550 - Throw70550
070551 - ThrowDeath70550
070552 - ThrowDeathIdle70550
070560 - Throw70560
070561 - ThrowDeath70560
070562 - ThrowDeathIdle70560
070563 - ThrowEscape70560
070564 - ThrowDefHold70560
070570 - Throw70570
070571 - ThrowDeath70570
070572 - ThrowDeathIdle70570
070580 - Throw70580
070581 - ThrowDeath70580
070582 - ThrowDeathIdle70580
070590 - Throw70590
070591 - ThrowDeath70590
070592 - ThrowDeathIdle70590
070600 - Throw70600
070601 - ThrowDeath70600
070602 - ThrowDeathIdle70600
070603 - ThrowEscape70600
070604 - ThrowDefHold70600
070610 - Throw70610
070611 - ThrowDeath70610
070612 - ThrowDeathIdle70610
070613 - ThrowEscape70610
070614 - ThrowDefHold70610
070620 - Throw70620
070621 - ThrowDeath70620
070622 - ThrowDeathIdle70620
070630 - Throw70630
070631 - ThrowDeath70630
070632 - ThrowDeathIdle70630
070640 - Throw70640
070641 - ThrowDeath70640
070642 - ThrowDeathIdle70640
070643 - ThrowEscape70640
070644 - ThrowDefHold70640
070650 - Throw70650
070651 - ThrowDeath70650
070652 - ThrowDeathIdle70650
070660 - Throw70660
070661 - ThrowDeath70660
070662 - ThrowDeathIdle70660
070670 - Throw70670
070671 - ThrowDeath70670
070672 - ThrowDeathIdle70670
070680 - Throw70680
070681 - ThrowDeath70680
070682 - ThrowDeathIdle70680
070690 - Throw70690
070691 - ThrowDeath70690
070692 - ThrowDeathIdle70690
070700 - Throw70700
070701 - ThrowDeath70700
070702 - ThrowDeathIdle70700
070710 - Throw70710
070711 - ThrowDeath70710
070712 - ThrowDeathIdle70710
070720 - Throw70720
070721 - ThrowDeath70720
070722 - ThrowDeathIdle70720
070723 - ThrowEscape70720
070724 - ThrowDefHold70720
070730 - Throw70730
070731 - ThrowDeath70730
070732 - ThrowDeathIdle70730
070740 - Throw70740
070741 - ThrowDeath70740
070742 - ThrowDeathIdle70740
070750 - Throw70750
070751 - ThrowDeath70750
070752 - ThrowDeathIdle70750
070760 - Throw70760
070761 - ThrowDeath70760
070762 - ThrowDeathIdle70760
070763 - ThrowEscape70760
070764 - ThrowDefHold70760
070770 - Throw70770
070771 - ThrowDeath70770
070772 - ThrowDeathIdle70770
070773 - ThrowEscape70770
070774 - ThrowDefHold70770
070780 - Throw70780
070781 - ThrowDeath70780
070782 - ThrowDeathIdle70780
070790 - Throw70790
070791 - ThrowDeath70790
070792 - ThrowDeathIdle70790
070800 - Throw70800
070801 - ThrowDeath70800
070802 - ThrowDeathIdle70800
070810 - Throw70810
070811 - ThrowDeath70810
070812 - ThrowDeathIdle70810
070820 - Throw70820
070821 - ThrowDeath70820
070822 - ThrowDeathIdle70820
070830 - Throw70830
070831 - ThrowDeath70830
070832 - ThrowDeathIdle70830
070840 - Throw70840
070841 - ThrowDeath70840
070842 - ThrowDeathIdle70840
070850 - Throw70850
070851 - ThrowDeath70850
070852 - ThrowDeathIdle70850
070853 - ThrowEscape70850
070854 - ThrowDefHold70850
070860 - Throw70860
070861 - ThrowDeath70860
070862 - ThrowDeathIdle70860
070863 - ThrowEscape70860
070864 - ThrowDefHold70860
070870 - Throw70870
070871 - ThrowDeath70870
070872 - ThrowDeathIdle70870
070880 - Throw70880
070881 - ThrowDeath70880
070882 - ThrowDeathIdle70880
070890 - Throw70890
070891 - ThrowDeath70890
070892 - ThrowDeathIdle70890
070900 - Throw70900
070901 - ThrowDeath70900
070902 - ThrowDeathIdle70900
070910 - Throw70910
070911 - ThrowDeath70910
070912 - ThrowDeathIdle70910
070913 - ThrowEscape70910
070914 - ThrowDefHold70910
070920 - Throw70920
070921 - ThrowDeath70920
070922 - ThrowDeathIdle70920
070923 - ThrowEscape70920
070924 - ThrowDefHold70920
070930 - Throw70930
070931 - ThrowDeath70930
070932 - ThrowDeathIdle70930
070940 - Throw70940
070941 - ThrowDeath70940
070942 - ThrowDeathIdle70940
070943 - ThrowEscape70940
070944 - ThrowDefHold70940
070950 - Throw70950
070951 - ThrowDeath70950
070952 - ThrowDeathIdle70950
070953 - ThrowEscape70950
070954 - ThrowDefHold70950
070960 - Throw70960
070961 - ThrowDeath70960
070962 - ThrowDeathIdle70960
070970 - Throw70970
070971 - ThrowDeath70970
070972 - ThrowDeathIdle70970
070980 - Throw70980
070981 - ThrowDeath70980
070982 - ThrowDeathIdle70980
070983 - ThrowEscape70980
070984 - ThrowDefHold70980
070990 - Throw70990
070991 - ThrowDeath70990
070992 - ThrowDeathIdle70990
071000 - Throw71000
071001 - ThrowDeath71000
071002 - ThrowDeathIdle71000
071010 - Throw71010
071011 - ThrowDeath71010
071012 - ThrowDeathIdle71010
071020 - Throw71020
071021 - ThrowDeath71020
071022 - ThrowDeathIdle71020
071030 - Throw71030
071031 - ThrowDeath71030
071032 - ThrowDeathIdle71030
071040 - Throw71040
071041 - ThrowDeath71040
071042 - ThrowDeathIdle71040
071050 - Throw71050
071051 - ThrowDeath71050
071052 - ThrowDeathIdle71050
071053 - ThrowEscape71050
071054 - ThrowDefHold71050
071060 - Throw71060
071061 - ThrowDeath71060
071062 - ThrowDeathIdle71060
071070 - Throw71070
071071 - ThrowDeath71070
071072 - ThrowDeathIdle71070
071080 - Throw71080
071081 - ThrowDeath71080
071082 - ThrowDeathIdle71080
071090 - Throw71090
071091 - ThrowDeath71090
071092 - ThrowDeathIdle71090
071100 - Throw71100
071101 - ThrowDeath71100
071102 - ThrowDeathIdle71100
071103 - ThrowEscape71100
071104 - ThrowDefHold71100
071110 - Throw71110
071111 - ThrowDeath71110
071112 - ThrowDeathIdle71110
071120 - Throw71120
071121 - ThrowDeath71120
071122 - ThrowDeathIdle71120
071130 - Throw71130
071131 - ThrowDeath71130
071132 - ThrowDeathIdle71130
071140 - Throw71140
071141 - ThrowDeath71140
071142 - ThrowDeathIdle71140
071150 - Throw71150
071151 - ThrowDeath71150
071152 - ThrowDeathIdle71150
071160 - Throw71160
071161 - ThrowDeath71160
071162 - ThrowDeathIdle71160
075000 - SpecialDamageUpper
075001 - SpecialDamageUpperLoop
075002 - SpecialDamageUpperLand
075003 - DeathSpecialDamageUpper
075004 - DeathSpecialDamageUpperIdle
080000 - Event80000
080000 - Gesture1Start
080000 - Gesture1Start_Upper
080100 - Event80100
080100 - Gesture2Start
080100 - Gesture2Start_Upper
080200 - Event80200
080200 - Gesture3Start
080200 - Gesture3Start_Upper
080300 - Event80300
080300 - Gesture4Start
080300 - Gesture4Start_Upper
080400 - Event80400
080400 - Gesture5Start
080400 - Gesture5Start_Upper
080500 - Event80500
080500 - Gesture6Start
080500 - Gesture6Start_Upper
080600 - Event80600
080600 - Gesture7Start
080600 - Gesture7Start_Upper
080700 - Event80700
080700 - Gesture8Start
080700 - Gesture8LoopStart
080700 - Gesture8Start_Upper
080700 - Gesture8LoopStart_Upper
080701 - Event80701
080701 - Gesture8Loop
080701 - Gesture8Loop_Upper
080702 - Gesture8End
080702 - Gesture8End_Upper
080800 - Event80800
080800 - Gesture9Start
080800 - Gesture9Start_Upper
080900 - Event80900
080900 - Gesture10Start
080900 - Gesture10LoopStart
080900 - Gesture10Start_Upper
080900 - Gesture10LoopStart_Upper
080901 - Event80901
080901 - Gesture10Loop
080901 - Gesture10Loop_Upper
080902 - Gesture10End
080902 - Gesture10End_Upper
081000 - Event81000
081000 - Gesture11Start
081000 - Gesture11Start_Upper
081100 - Event81100
081100 - Gesture12Start
081100 - Gesture12Start_Upper
081200 - Event81200
081200 - Gesture13Start
081200 - Gesture13Start_Upper
081300 - Event81300
081300 - Gesture14Start
081300 - Gesture14Start_Upper
081400 - Event81400
081400 - Gesture15Start
081400 - Gesture15Start_Upper
081500 - Event81500
081500 - Gesture16Start
081500 - Gesture16Start_Upper
081600 - Event81600
081600 - Gesture17Start
081600 - Gesture17Start_Upper
081800 - Event81800
081800 - Gesture18Start
081800 - Gesture18LoopStart
081800 - Gesture18Start_Upper
081800 - Gesture18LoopStart_Upper
081801 - Event81801
081801 - Gesture18Loop
081801 - Gesture18Loop_Upper
081802 - Gesture18End
081802 - Gesture18End_Upper
082400 - Event82400
082400 - Gesture19Start
082400 - Gesture19Start_Upper
083300 - Event83300
083300 - Gesture20Start
083300 - Gesture20Start_Upper
083900 - Event83900
083900 - Gesture21Start
083900 - Gesture21Start_Upper
084100 - Event84100
084100 - Gesture22Start
084100 - Gesture22Start_Upper
084200 - Event84200
084200 - Gesture23Start
084200 - Gesture23LoopStart
084200 - Gesture23Start_Upper
084200 - Gesture23LoopStart_Upper
084201 - Event84201
084201 - Gesture23Loop
084201 - Gesture23Loop_Upper
084202 - Gesture23End
084202 - Gesture23End_Upper
084300 - Event84300
084300 - Gesture24Start
084300 - Gesture24LoopStart
084300 - Gesture24Start_Upper
084300 - Gesture24LoopStart_Upper
084301 - Event84301
084301 - Gesture24Loop
084301 - Gesture24Loop_Upper
084302 - Gesture24End
084302 - Gesture24End_Upper
084400 - Event84400
084400 - Gesture25Start
084400 - Gesture25Start_Upper
084500 - Event84500
084500 - Gesture26Start
084500 - Gesture26LoopStart
084500 - Gesture26Start_Upper
084500 - Gesture26LoopStart_Upper
084501 - Event84501
084501 - Gesture26Loop
084501 - Gesture26Loop_Upper
084502 - Gesture26End
084502 - Gesture26End_Upper
084600 - Event84600
084600 - Gesture27Start
084600 - Gesture27Start_Upper
084700 - Event84700
084700 - Gesture28Start
084700 - Gesture28LoopStart
084700 - Gesture28Start_Upper
084700 - Gesture28LoopStart_Upper
084701 - Event84701
084701 - Gesture28Loop
084701 - Gesture28Loop_Upper
084702 - Gesture28End
084702 - Gesture28End_Upper
085000 - Event85000
085000 - Gesture29Start
085000 - Gesture29Start_Upper
085100 - Event85100
085100 - Gesture30Start
085100 - Gesture29LoopStart
085100 - Gesture30Start_Upper
085100 - Gesture29LoopStart_Upper
085101 - Event85101
085101 - Gesture29Loop
085101 - Gesture29Loop_Upper
085102 - Gesture29End
085102 - Gesture29End_Upper
085200 - Event85200
085200 - Gesture31Start
085200 - Gesture31Start_Upper
085300 - Event85300
085300 - Gesture32Start
085300 - Gesture32LoopStart
085300 - Gesture32Start_Upper
085300 - Gesture32LoopStart_Upper
085301 - Event85301
085301 - Gesture32Loop
085301 - Gesture32Loop_Upper
085302 - Gesture32End
085302 - Gesture32End_Upper
085400 - Event85400
085400 - Gesture33Start
085400 - Gesture33LoopStart
085400 - Gesture33Start_Upper
085400 - Gesture33LoopStart_Upper
085401 - Event85401
085401 - Gesture33Loop
085401 - Gesture33Loop_Upper
085402 - Gesture33End
085402 - Gesture33End_Upper
085500 - Event85500
085500 - Gesture34Start
085500 - Gesture34LoopStart
085500 - Gesture34Start_Upper
085500 - Gesture34LoopStart_Upper
085501 - Event85501
085501 - Gesture34Loop
085501 - Gesture34Loop_Upper
085502 - Gesture34End
085502 - Gesture34End_Upper
085600 - Event85600
085600 - Gesture35Start
085600 - Gesture35LoopStart
085600 - Gesture35Start_Upper
085600 - Gesture35LoopStart_Upper
085601 - Event85601
085601 - Gesture35Loop
085601 - Gesture35Loop_Upper
085602 - Gesture35End
085602 - Gesture35End_Upper
085700 - Gesture36Start
085700 - Gesture36Start_Upper
085800 - Gesture37Start
085800 - Gesture37Start_Upper
085900 - Gesture38Start
085900 - Gesture38Start_Upper
086000 - Gesture39Start
086000 - Gesture39Start_Upper
086100 - Gesture40Start
086100 - Gesture40Start_Upper
086200 - Gesture41Start
086200 - Gesture41Start_Upper
086300 - Gesture42Start
086300 - Gesture42Start_Upper
090250 - Event90250
090260 - Event90260
090270 - Event90270
090280 - Event90280
090290 - Event90290
090291 - Event90291
090300 - Event90300
090340 - Event90340
090360 - Event90360
090361 - Event90361
090380 - Event90380
090390 - Event90390
