ID,Name,Equip ID,Value,Material ID,Event Flag,QWC ID,Quantity,Shop Type,Equip Type,Value (SAN),Price Rate
100552,[Andre - Captain's Ashes] Follower Shield,20300000,-1,-1,-1,70000120,-1,0,0,-1,1
100570,[Andre] Wood Arrow,400600,-1,-1,-1,-1,1,0,0,-1,0.5
100571,[Andre] Wood Bolt,404300,-1,-1,-1,-1,-1,0,0,-1,0.5
100572,[Andre] Wood Greatarrow,412300,-1,-1,-1,-1,-1,0,0,-1,0.5
110000,[Shrine Handmaid] Chain Helm,70000000,-1,-1,-1,-1,-1,0,1,-1,1
110001,[Shrine Handmaid] Chain Armor,70001000,-1,-1,-1,-1,-1,0,1,-1,1
110002,[Shrine Handmaid] Leather Gauntlets,70002000,-1,-1,-1,-1,-1,0,1,-1,1
110003,[Shrine Handmaid] Chain Leggings,70003000,-1,-1,-1,-1,-1,0,1,-1,1
110008,[Shrine Handmaid] White Sign Soapstone,100,-1,-1,6800,-1,1,0,3,-1,1
110009,[Shrine Handmaid] Dried Finger,385,-1,-1,6820,-1,1,0,3,-1,1
110040,[Shrine Handmaid] Sorcerer's Staff,17000000,-1,-1,-1,-1,-1,0,0,-1,1
110041,[Shrine Handmaid] Talisman,18000000,-1,-1,-1,-1,-1,0,0,-1,1
110042,[Shrine Handmaid] Pyromancy Flame,19800000,-1,-1,-1,-1,-1,0,0,-1,1
110043,[Shrine Handmaid] Heretic's Staff,19000000,-1,-1,-1,-1,-1,0,0,-1,1
110044,[Shrine Handmaid] Corrupted Talisman,19090000,-1,-1,-1,-1,-1,0,0,-1,1
110045,[Shrine Handmaid] Black Flame,19120000,-1,-1,-1,-1,-1,0,0,-1,1
110056,[Shrine Handmaid - Mortician's Ashes] Grave Key,2009,-1,-1,74001090,70000100,1,0,3,-1,1
110100,[Shrine Handmaid - Dreamchaser Ashes] Leather Armor,76001000,-1,-1,-1,70000101,-1,0,1,-1,1
110101,[Shrine Handmaid - Dreamchaser Ashes] Leather Gloves,76002000,-1,-1,-1,70000101,-1,0,1,-1,1
110102,[Shrine Handmaid - Dreamchaser Ashes] Leather Boots,76003000,-1,-1,-1,70000101,-1,0,1,-1,1
110103,[Shrine Handmaid - Dreamchaser Ashes] Life Ring,20000,-1,-1,-1,70000101,-1,0,2,-1,1
110150,[Shrine Handmaid - Paladin's Ashes] Lloyd's Shield Ring,20670,-1,-1,-1,70000102,-1,0,2,-1,1
110200,[Shrine Handmaid - Grave Warden's Ashes] Hello Carving,520,-1,-1,-1,70000103,-1,0,3,-1,1
110250,[Shrine Handmaid - Excrement-covered Ashes] Help me! Carving,524,-1,-1,-1,70000104,-1,0,3,-1,1
110302,[Shrine Handmaid - Prisoner Chief's Ashes] Karla's Pointed Hat,99000000,-1,-1,-1,70000105,-1,0,1,-1,1
110303,[Shrine Handmaid - Prisoner Chief's Ashes] Karla's Coat,99001000,-1,-1,-1,70000105,-1,0,1,-1,1
110304,[Shrine Handmaid - Prisoner Chief's Ashes] Karla's Gloves,99002000,-1,-1,-1,70000105,-1,0,1,-1,1
110305,[Shrine Handmaid - Prisoner Chief's Ashes] Karla's Trousers,99003000,-1,-1,-1,70000105,-1,0,1,-1,1
110306,[Shrine Handmaid - Prisoner Chief's Ashes] Thank you Carving,521,-1,-1,-1,70000105,-1,0,3,-1,1
110308,[Shrine Handmaid - Prisoner Chief's Ashes] I'm Sorry Carving,523,-1,-1,-1,70000105,-1,0,3,-1,1
110353,[Shrine Handmaid - Xanthous Ashes] Xanthous Overcoat,23501000,-1,-1,-1,70000106,-1,0,1,-1,1
110354,[Shrine Handmaid - Xanthous Ashes] Xanthous Gloves,23502000,-1,-1,-1,70000106,-1,0,1,-1,1
110355,[Shrine Handmaid - Xanthous Ashes] Xanthous Trousers,23503000,-1,-1,-1,70000106,-1,0,1,-1,1
110357,[Shrine Handmaid - Xanthous Ashes] Xanthous Crown,23500000,-1,-1,-1,70000106,-1,0,1,-1,1
110402,[Shrine Handmaid - Hollow's Ashes] Ring of Sacrifice,20210,-1,-1,-1,70000107,-1,0,2,-1,1
110450,[Shrine Handmaid - Dragon Chaser's Ashes] Very good! Carving,522,-1,-1,-1,70000108,-1,0,3,-1,1
110500,[Shrine Handmaid - Easterner's Ashes] Wood Grain Ring,20140,-1,-1,-1,70000109,-1,0,2,-1,1
110501,[Shrine Handmaid - Easterner's Ashes] Eastern Helm,82000000,-1,-1,-1,70000109,-1,0,1,-1,1
110502,[Shrine Handmaid - Easterner's Ashes] Eastern Armor,82001000,-1,-1,-1,70000109,-1,0,1,-1,1
110503,[Shrine Handmaid - Easterner's Ashes] Eastern Gauntlets,82002000,-1,-1,-1,70000109,-1,0,1,-1,1
110504,[Shrine Handmaid - Easterner's Ashes] Eastern Leggings,82003000,-1,-1,-1,70000109,-1,0,1,-1,1
110550,[Shrine Handmaid - Soul of Cinder] Firelink Helm,21000000,-1,-1,-1,25001019,-1,0,1,-1,1
110551,[Shrine Handmaid - Soul of Cinder] Firelink Armor,21001000,-1,-1,-1,25001019,-1,0,1,-1,1
110552,[Shrine Handmaid - Soul of Cinder] Firelink Gauntlets,21002000,-1,-1,-1,25001019,-1,0,1,-1,1
110553,[Shrine Handmaid - Soul of Cinder] Firelink Leggings,21003000,-1,-1,-1,25001019,-1,0,1,-1,1
110560,[Shrine Handmaid - Soul of Cinder] Crown of the Great Lord,99200000,-1,-1,-1,25001019,-1,0,1,-1,1
110561,[Shrine Handmaid - Soul of Cinder] Robe of the Great Lord,99201000,-1,-1,-1,25001019,-1,0,1,-1,1
110562,[Shrine Handmaid - Soul of Cinder] Bracelet of the Great Lord,99202000,-1,-1,-1,25001019,-1,0,1,-1,1
110563,[Shrine Handmaid - Soul of Cinder] Anklet of the Great Lord,99203000,-1,-1,-1,25001019,-1,0,1,-1,1
110564,[Shrine Handmaid - Pontiff Sulyvahn] Pontiff's Crown,99340000,-1,-1,-1,25001009,-1,0,1,-1,1
110565,[Shrine Handmaid - Pontiff Sulyvahn] Pontiff's Bracelets,99342000,-1,-1,-1,25001009,-1,0,1,-1,1
110570,[Shrine Handmaid - Old Demon King] Old Demon King's Crown,99590000,-1,-1,-1,25001008,-1,0,1,-1,1
110600,[Shrine Handmaid - Nameless King] Golden Crown,57000000,-1,-1,-1,25001016,-1,0,1,-1,1
110601,[Shrine Handmaid - Nameless King] Dragonscale Armor,57001000,-1,-1,-1,25001016,-1,0,1,-1,1
110602,[Shrine Handmaid - Nameless King] Golden Bracelets,57002000,-1,-1,-1,25001016,-1,0,1,-1,1
110603,[Shrine Handmaid - Nameless King] Dragonscale Waistcloth,57003000,-1,-1,-1,25001016,-1,0,1,-1,1
110650,[Shrine Handmaid - Abyss Watchers] Undead Legion Helm,58000000,-1,-1,-1,25001006,-1,0,1,-1,1
110651,[Shrine Handmaid - Abyss Watchers] Undead Legion Armor,58001000,-1,-1,-1,25001006,-1,0,1,-1,1
110652,[Shrine Handmaid - Abyss Watchers] Undead Legion Gauntlet,58002000,-1,-1,-1,25001006,-1,0,1,-1,1
110653,[Shrine Handmaid - Abyss Watchers] Undead Legion Leggings,58003000,-1,-1,-1,25001006,-1,0,1,-1,1
110700,[Shrine Handmaid - Aldrich] Smough's Helm,94000000,-1,-1,-1,25001010,-1,0,1,-1,1
110701,[Shrine Handmaid - Aldrich] Smough's Armor,94001000,-1,-1,-1,25001010,-1,0,1,-1,1
110702,[Shrine Handmaid - Aldrich] Smough's Gauntlets,94002000,-1,-1,-1,25001010,-1,0,1,-1,1
110703,[Shrine Handmaid - Aldrich] Smough's Leggings,94003000,-1,-1,-1,25001010,-1,0,1,-1,1
110750,[Shrine Handmaid - Twin Princes] Lorian's Helm,61000000,-1,-1,-1,25001018,-1,0,1,-1,1
110751,[Shrine Handmaid - Twin Princes] Lorian's Armor,61001000,-1,-1,-1,25001018,-1,0,1,-1,1
110752,[Shrine Handmaid - Twin Princes] Lorian's Gauntlets,61002000,-1,-1,-1,25001018,-1,0,1,-1,1
110753,[Shrine Handmaid - Twin Princes] Lorian's Leggings,61003000,-1,-1,-1,25001018,-1,0,1,-1,1
110754,[Shrine Handmaid - Twin Princes] Crown of the Holy King,99570000,-1,-1,-1,25001018,-1,0,1,-1,1
110760,[Shrine Handmaid - Yhorm the Giant] Imperious Helm,99450000,-1,-1,-1,25001011,-1,0,1,-1,1
110761,[Shrine Handmaid - Yhorm the Giant] Imperious Armor,99451000,-1,-1,-1,25001011,-1,0,1,-1,1
110762,[Shrine Handmaid - Yhorm the Giant] Imperious Gauntlets,99452000,-1,-1,-1,25001011,-1,0,1,-1,1
110763,[Shrine Handmaid - Yhorm the Giant] Imperious Leggings,99453000,-1,-1,-1,25001011,-1,0,1,-1,1
110800,[Shrine Handmaid - Champion Gundyr] Gundyr's Helm,64000000,-1,-1,-1,25001017,-1,0,1,-1,1
110801,[Shrine Handmaid - Champion Gundyr] Gundyr's Armor,64001000,-1,-1,-1,25001017,-1,0,1,-1,1
110802,[Shrine Handmaid - Champion Gundyr] Gundyr's Gauntlets,64002000,-1,-1,-1,25001017,-1,0,1,-1,1
110803,[Shrine Handmaid - Champion Gundyr] Gundyr's Leggings,64003000,-1,-1,-1,25001017,-1,0,1,-1,1
110850,[Shrine Handmaid - Dancer] Dancer's Crown,63000000,-1,-1,-1,25001012,-1,0,1,-1,1
110851,[Shrine Handmaid - Dancer] Dancer's Armor,63001000,-1,-1,-1,25001012,-1,0,1,-1,1
110852,[Shrine Handmaid - Dancer] Dancer's Gauntlets,63002000,-1,-1,-1,25001012,-1,0,1,-1,1
110853,[Shrine Handmaid - Dancer] Dancer's Leggings,63003000,-1,-1,-1,25001012,-1,0,1,-1,1
110900,[Shrine Handmaid - Wolnir] Wolnir's Crown,57500000,-1,-1,-1,25001007,-1,0,1,-1,1
110950,[Shrine Handmaid - Crystal Sage] Sage's Big Hat,43000000,-1,-1,-1,25001004,-1,0,1,-1,1
111000,[Shrine Handmaid - Yuria's Ashes] Billed Mask,27500000,-1,-1,-1,1058,-1,0,1,-1,1
111001,[Shrine Handmaid - Yuria's Ashes] Black Dress,27501000,-1,-1,-1,1058,-1,0,1,-1,1
111002,[Shrine Handmaid - Yuria's Ashes] Black Gauntlets,27502000,-1,-1,-1,1058,-1,0,1,-1,1
111003,[Shrine Handmaid - Yuria's Ashes] Black Leggings,27503000,-1,-1,-1,1058,-1,0,1,-1,1
111050,[Shrine Handmaid - Sirris] Sunless Veil,22500000,-1,-1,-1,1138,-1,0,1,-1,1
111051,[Shrine Handmaid - Sirris] Sunless Armor,22501000,-1,-1,-1,1138,-1,0,1,-1,1
111052,[Shrine Handmaid - Sirris] Sunless Gauntlets,22502000,-1,-1,-1,1138,-1,0,1,-1,1
111053,[Shrine Handmaid - Sirris] Sunless Leggings,22503000,-1,-1,-1,1138,-1,0,1,-1,1
111100,[Shrine Handmaid - Anri] Elite Knight Helm,72000000,-1,-1,-1,1358,-1,0,1,-1,1
111101,[Shrine Handmaid - Anri] Elite Knight Armor,72001000,-1,-1,-1,1358,-1,0,1,-1,1
111102,[Shrine Handmaid - Anri] Elite Knight Gauntlets,72002000,-1,-1,-1,1358,-1,0,1,-1,1
111103,[Shrine Handmaid - Anri] Elite Knight Leggings,72003000,-1,-1,-1,1358,-1,0,1,-1,1
111150,[Shrine Handmaid - Lion Knight Albert] Faraam Helm,73000000,-1,-1,-1,13410202,-1,0,1,-1,1
111151,[Shrine Handmaid - Lion Knight Albert] Faraam Armor,73001000,-1,-1,-1,13410202,-1,0,1,-1,1
111152,[Shrine Handmaid - Lion Knight Albert] Faraam Gauntlets,73002000,-1,-1,-1,13410202,-1,0,1,-1,1
111153,[Shrine Handmaid - Lion Knight Albert] Faraam Boots,73003000,-1,-1,-1,13410202,-1,0,1,-1,1
111200,[Shrine Handmaid - Black Hand Kamui] Black Hand Hat,23000000,-1,-1,-1,13410204,-1,0,1,-1,1
111201,[Shrine Handmaid - Black Hand Kamui] Black Hand Armor,23001000,-1,-1,-1,13410204,-1,0,1,-1,1
111250,[Shrine Handmaid - Eygon] Morne's Helm,24500000,-1,-1,-1,1318,-1,0,1,-1,1
111251,[Shrine Handmaid - Eygon] Morne's Armor,24501000,-1,-1,-1,1318,-1,0,1,-1,1
111252,[Shrine Handmaid - Eygon] Morne's Gauntlets,24502000,-1,-1,-1,1318,-1,0,1,-1,1
111253,[Shrine Handmaid - Eygon] Morne's Leggings,24503000,-1,-1,-1,1318,-1,0,1,-1,1
111301,[Shrine Handmaid - Leonhard] Leonhard's Garb,25001000,-1,-1,-1,1158,-1,0,1,-1,1
111302,[Shrine Handmaid - Leonhard] Leonhard's Gauntlets,25002000,-1,-1,-1,1158,-1,0,1,-1,1
111303,[Shrine Handmaid - Leonhard] Leonhard's Trousers,25003000,-1,-1,-1,1158,-1,0,1,-1,1
111350,[Shrine Handmaid - Horace] Executioner Helm,27000000,-1,-1,-1,1498,-1,0,1,-1,1
111351,[Shrine Handmaid - Horace] Executioner Armor,27001000,-1,-1,-1,1498,-1,0,1,-1,1
111352,[Shrine Handmaid - Horace] Executioner Gauntlets,27002000,-1,-1,-1,1498,-1,0,1,-1,1
111353,[Shrine Handmaid - Horace] Executioner Leggings,27003000,-1,-1,-1,1498,-1,0,1,-1,1
111400,[Shrine Handmaid - Watchdog] Exile Mask,55000000,-1,-1,-1,70000119,-1,0,1,-1,1
111401,[Shrine Handmaid - Watchdog] Exile Armor,55001000,-1,-1,-1,70000119,-1,0,1,-1,1
111402,[Shrine Handmaid - Watchdog] Exile Gauntlets,55002000,-1,-1,-1,70000119,-1,0,1,-1,1
111403,[Shrine Handmaid - Watchdog] Exile Leggings,55003000,-1,-1,-1,70000119,-1,0,1,-1,1
111450,[Shrine Handmaid - Knight Slayer Tsorig] Black Iron Helm,90000000,-1,-1,-1,13800398,-1,0,1,-1,1
111451,[Shrine Handmaid - Knight Slayer Tsorig] Black Iron Armor,90001000,-1,-1,-1,13800398,-1,0,1,-1,1
111452,[Shrine Handmaid - Knight Slayer Tsorig] Black Iron Gauntlets,90002000,-1,-1,-1,13800398,-1,0,1,-1,1
111453,[Shrine Handmaid - Knight Slayer Tsorig] Black Iron Leggings,90003000,-1,-1,-1,13800398,-1,0,1,-1,1
111550,[Shrine Handmaid - Sulyvahn's Beasts] Helm of Favor,83000000,-1,-1,-1,53700990,-1,0,1,-1,1
111551,[Shrine Handmaid - Sulyvahn's Beasts] Embraced Armor of Favor,83001000,-1,-1,-1,53700990,-1,0,1,-1,1
111552,[Shrine Handmaid - Sulyvahn's Beasts] Gauntlets of Favor,83002000,-1,-1,-1,53700990,-1,0,1,-1,1
111553,[Shrine Handmaid - Sulyvahn's Beasts] Leggings of Favor,83003000,-1,-1,-1,53700990,-1,0,1,-1,1
111560,[Shrine Handmaid - Lapp] Lapp's Helm,32000000,-1,-1,-1,1818,-1,0,1,-1,1
111561,[Shrine Handmaid - Lapp] Lapp's Armor,32001000,-1,-1,-1,1818,-1,0,1,-1,1
111562,[Shrine Handmaid - Lapp] Lapp's Gauntlets,32002000,-1,-1,-1,1818,-1,0,1,-1,1
111563,[Shrine Handmaid - Lapp] Lapp's Leggings,32003000,-1,-1,-1,1818,-1,0,1,-1,1
111570,[Shrine Handmaid - Lordran Remnants] Porcelain Mask,99220000,-1,-1,-1,25001021,-1,0,1,-1,1
111571,[Shrine Handmaid - Lordran Remnants] Lord's Blade Robe,99221000,-1,-1,-1,25001021,-1,0,1,-1,1
111572,[Shrine Handmaid - Lordran Remnants] Lord's Blade Gloves,99222000,-1,-1,-1,25001021,-1,0,1,-1,1
111573,[Shrine Handmaid - Lordran Remnants] Lord's Blade Waistcloth,99223000,-1,-1,-1,25001021,-1,0,1,-1,1
111574,[Shrine Handmaid - Lordran Remnants] Gough's Helm,10010000,-1,-1,-1,25001021,-1,0,1,-1,1
111575,[Shrine Handmaid - Lordran Remnants] Gough's Armor,10011000,-1,-1,-1,25001021,-1,0,1,-1,1
111576,[Shrine Handmaid - Lordran Remnants] Gough's Gloves,10012000,-1,-1,-1,25001021,-1,0,1,-1,1
111577,[Shrine Handmaid - Lordran Remnants] Gough's Leggings,10013000,-1,-1,-1,25001021,-1,0,1,-1,1
111600,[Shrine Handmaid - Sister Friede] Ordained Hood,56500000,-1,-1,-1,25001020,-1,0,1,-1,1
111601,[Shrine Handmaid - Sister Friede] Ordained Dress,56501000,-1,-1,-1,25001020,-1,0,1,-1,1
111602,[Shrine Handmaid - Sister Friede] Ordained Trousers,56503000,-1,-1,-1,25001020,-1,0,1,-1,1
111610,[Shrine Handmaid - Slave Knight Gael] Pygmy Crown,99580000,-1,-1,-1,25001024,-1,0,1,-1,1
111651,[Shrine Handmaid - Captain's Ashes] Millwood Knight Helm,60500000,-1,-1,-1,70000120,-1,0,1,-1,1
111652,[Shrine Handmaid - Captain's Ashes] Millwood Knight Armor,60501000,-1,-1,-1,70000120,-1,0,1,-1,1
111653,[Shrine Handmaid - Captain's Ashes] Millwood Knight Gauntlets,60502000,-1,-1,-1,70000120,-1,0,1,-1,1
111654,[Shrine Handmaid - Captain's Ashes] Millwood Knight Leggings,60503000,-1,-1,-1,70000120,-1,0,1,-1,1
119904,[Shrine Handmaid - Untended Graves] White Sign Soapstone,100,-1,-1,6800,-1,1,0,3,-1,1
119905,[Shrine Handmaid - Untended Graves] Dried Finger,385,-1,-1,6820,-1,1,0,3,-1,1
119907,[Shrine Handmaid - Untended Graves] Priestess Ring,20160,-1,-1,-1,-1,-1,0,2,-1,1
120000,[Greirat] Bandit's Knife,1010000,-1,-1,-1,-1,-1,0,0,-1,1
120001,[Greirat] Long Sword,2010000,-1,-1,-1,-1,-1,0,0,-1,1
120002,[Greirat] Bastard Sword,6000000,-1,-1,-1,-1,-1,0,0,-1,1
120003,[Greirat] Mace,8010000,-1,-1,-1,-1,-1,0,0,-1,1
120004,[Greirat] Spear,9000000,-1,-1,-1,-1,-1,0,0,-1,1
120005,[Greirat] Light Crossbow,14040000,-1,-1,-1,-1,-1,0,0,-1,1
120006,[Greirat] Buckler,20000000,-1,-1,-1,-1,-1,0,0,-1,1
120007,[Greirat] Round Shield,20030000,-1,-1,-1,-1,-1,0,0,-1,1
120008,[Greirat] Kite Shield,20120000,-1,-1,-1,-1,-1,0,0,-1,1
120009,[Greirat] Elkhorn Round Shield,20170000,-1,-1,-1,-1,-1,0,0,-1,1
120010,[Greirat] Standard Helm,74500000,-1,-1,-1,-1,-1,0,1,-1,1
120011,[Greirat] Hard Leather Armor,74501000,-1,-1,-1,-1,-1,0,1,-1,1
120012,[Greirat] Hard Leather Gauntlets,74502000,-1,-1,-1,-1,-1,0,1,-1,1
120013,[Greirat] Hard Leather Boots,74503000,-1,-1,-1,-1,-1,0,1,-1,1
120014,[Greirat] Thief Mask,40200000,-1,-1,-1,-1,-1,0,1,-1,1
120015,[Greirat] Bloodred Moss Clump,270,-1,-1,-1,-1,-1,0,3,-1,1
120016,[Greirat] Firebomb,292,-1,-1,-1,-1,-1,0,3,-1,1
120017,[Greirat] Rope Firebomb,299,-1,-1,-1,-1,-1,0,3,-1,1
120018,[Greirat] Throwing Knife,310,-1,-1,-1,-1,-1,0,3,-1,1
120019,[Greirat] Ember,500,-1,-1,74007190,-1,10,0,3,-1,0.5
120100,[Greirat - Curse-rotted Greatwood] Estoc,3000000,-1,-1,-1,25001003,-1,0,0,-1,1
120101,[Greirat - Curse-rotted Greatwood] Zweihander,6040000,-1,-1,-1,25001003,-1,0,0,-1,1
120102,[Greirat - Curse-rotted Greatwood] Warpick,8240000,-1,-1,-1,25001003,-1,0,0,-1,1
120103,[Greirat - Curse-rotted Greatwood] Glaive,10020000,-1,-1,-1,25001003,-1,0,0,-1,1
120104,[Greirat - Curse-rotted Greatwood] Fallen Priest's Chime,19070000,-1,-1,-1,25001003,-1,0,0,-1,1
120105,[Greirat - Curse-rotted Greatwood] Short Bow,14010000,-1,-1,-1,25001003,-1,0,0,-1,1
120106,[Greirat - Curse-rotted Greatwood] Target Shield,20160000,-1,-1,-1,25001003,-1,0,0,-1,1
120107,[Greirat - Curse-rotted Greatwood] Knight Shield,21040000,-1,-1,-1,25001003,-1,0,0,-1,1
120108,[Greirat - Curse-rotted Greatwood] Knight Helm,19500000,-1,-1,-1,25001003,-1,0,1,-1,1
120109,[Greirat - Curse-rotted Greatwood] Knight Armor,19501000,-1,-1,-1,25001003,-1,0,1,-1,1
120110,[Greirat - Curse-rotted Greatwood] Knight Gauntlets,19502000,-1,-1,-1,25001003,-1,0,1,-1,1
120111,[Greirat - Curse-rotted Greatwood] Knight Leggings,19503000,-1,-1,-1,25001003,-1,0,1,-1,1
120112,[Greirat - Curse-rotted Greatwood] Assassin Gloves,23002000,-1,-1,-1,25001003,-1,0,1,-1,1
120113,[Greirat - Curse-rotted Greatwood] Assassin Trousers,23003000,-1,-1,-1,25001003,-1,0,1,-1,1
120114,[Greirat - Curse-rotted Greatwood] Assassin Armor,23101000,-1,-1,-1,25001003,-1,0,1,-1,1
120115,[Greirat - Curse-rotted Greatwood] Assassin Hood,23100000,-1,-1,-1,25001003,-1,0,1,-1,1
120116,[Greirat - Curse-rotted Greatwood] Repair Powder,280,-1,-1,-1,25001003,-1,0,3,-1,1
120117,[Greirat - Curse-rotted Greatwood] Lightning Urn,300,-1,-1,74007370,25001003,50,0,3,-1,0.5
120118,[Greirat - Curse-rotted Greatwood] Ember,500,-1,-1,74007380,25001003,10,0,3,-1,0.5
120119,[Greirat - Curse-rotted Greatwood] Divine Blessing,240,-1,-1,74007390,25001003,10,0,3,-1,0.5
120120,[Greirat - Curse-rotted Greatwood] Pontiff Knight Curved Sword,4070000,-1,-1,-1,25001003,-1,0,0,-1,1
120121,[Greirat - Curse-rotted Greatwood] Pontiff Knight Shield,21060000,-1,-1,-1,25001003,-1,0,0,-1,1
120123,[Greirat - Curse-rotted Greatwood] Binded Hood,99270000,-1,-1,-1,25001003,-1,0,1,-1,1
120124,[Greirat - Curse-rotted Greatwood] Binded Cross,99271000,-1,-1,-1,25001003,-1,0,1,-1,1
120125,[Greirat - Curse-rotted Greatwood] Binded Gloves,99272000,-1,-1,-1,25001003,-1,0,1,-1,1
120126,[Greirat - Curse-rotted Greatwood] Binded Boots,99273000,-1,-1,-1,25001003,-1,0,1,-1,1
120200,[Greirat - Pontiff Sulyvahn] Divine Blessing,240,-1,-1,74007460,25001009,10,0,3,-1,0.5
120201,[Greirat - Pontiff Sulyvahn] Hidden Blessing,241,-1,-1,74007470,25001009,10,0,3,-1,0.5
120202,[Greirat - Pontiff Sulyvahn] Titanite Scale,1020,-1,-1,74007480,25001009,25,0,3,-1,0.5
120203,[Greirat - Pontiff Sulyvahn] Twinkling Titanite,1030,-1,-1,74007490,25001009,25,0,3,-1,0.5
120204,[Greirat - Pontiff Sulyvahn] Scholar's Candlestick,1070000,-1,-1,-1,25001009,-1,0,0,-1,1
120205,[Greirat - Pontiff Sulyvahn] Lothric Knight Sword,2060000,-1,-1,-1,25001009,-1,0,0,-1,1
120206,[Greirat - Pontiff Sulyvahn] Lothric Knight Greatsword,6100000,-1,-1,-1,25001009,-1,0,0,-1,1
120207,[Greirat - Pontiff Sulyvahn] Lothric Knight Long Spear,9090000,-1,-1,-1,25001009,-1,0,0,-1,1
120208,[Greirat - Pontiff Sulyvahn] Knight's Crossbow,14100000,-1,-1,-1,25001009,-1,0,0,-1,1
120209,[Greirat - Pontiff Sulyvahn] Lothric Knight Shield,21010000,-1,-1,-1,25001009,-1,0,0,-1,1
120210,[Greirat - Pontiff Sulyvahn] Lothric Knight Greatshield,22010000,-1,-1,-1,25001009,-1,0,0,-1,1
120300,[Greirat - Pontiff Sulyvahn] Lightning Urn,300,-1,-1,-1,25001009,-1,0,3,-1,0.5
130000,[Orbeck - Shop] Sorcerer Hood,30000000,-1,-1,-1,-1,-1,0,1,-1,1
130001,[Orbeck - Shop] Sorcerer Robe,30001000,-1,-1,-1,-1,-1,0,1,-1,1
130002,[Orbeck - Shop] Sorcerer Gloves,30002000,-1,-1,-1,-1,-1,0,1,-1,1
130003,[Orbeck - Shop] Sorcerer Trousers,30003000,-1,-1,-1,-1,-1,0,1,-1,1
130005,[Orbeck - Shop] Venerable Sage's Hood,99290000,-1,-1,-1,-1,-1,0,1,-1,1
130006,[Orbeck - Shop] Venerable Sage's Robe,99291000,-1,-1,-1,-1,-1,0,1,-1,1
130007,[Orbeck - Shop] Venerable Sage's Gloves,99292000,-1,-1,-1,-1,-1,0,1,-1,1
130008,[Orbeck - Shop] Venerable Sage's Boots,99293000,-1,-1,-1,-1,-1,0,1,-1,1
130009,[Orbeck - Shop] Rouge Water,805,-1,-1,-1,-1,-1,0,3,-1,1
130100,[Orbeck - Spells] Farron Dart,1200000,-1,-1,-1,-1,-1,0,3,-1,1
130101,[Orbeck - Spells] Soul Arrow,1300000,-1,-1,-1,-1,-1,0,3,-1,1
130102,[Orbeck - Spells] Homing Soulmass,1304000,-1,-1,-1,-1,-1,0,3,-1,1
130103,[Orbeck - Spells] Magic Weapon,1310000,-1,-1,-1,-1,-1,0,3,-1,1
130104,[Orbeck - Spells] Magic Shield,1330000,-1,-1,-1,-1,-1,0,3,-1,1
130105,[Orbeck - Spells] Farron Flashsword,1375000,-1,-1,-1,-1,-1,0,3,-1,1
130106,[Orbeck - Spells] Spook,1354000,-1,-1,-1,-1,-1,0,3,-1,1
130107,[Orbeck - Spells] Aural Decoy,1356000,-1,-1,-1,-1,-1,0,3,-1,1
130120,[Orbeck - Spells - Sage's Scroll] Shockwave,1302000,-1,-1,-1,70000201,-1,0,3,-1,1
130121,[Orbeck - Spells - Sage's Scroll] Farron Hail,1372000,-1,-1,-1,70000201,-1,0,3,-1,1
130122,[Orbeck - Spells - Sage's Scroll] Scattering Soul Orb,1210000,-1,-1,-1,70000201,-1,0,3,-1,1
130123,[Orbeck - Spells - Sage's Scroll] Scattering Crystal Orb,1301000,-1,-1,-1,70000201,-1,0,3,-1,1
130140,[Orbeck - Spells - Logan's Scroll] Soul Spear,1306000,-1,-1,-1,70000202,-1,0,3,-1,1
130141,[Orbeck - Spells - Logan's Scroll] Great Magic Weapon,1311000,-1,-1,-1,70000202,-1,0,3,-1,1
130142,[Orbeck - Spells - Logan's Scroll] Soul Greatsword,1374000,-1,-1,-1,70000202,-1,0,3,-1,1
130143,[Orbeck - Spells - Logan's Scroll] Pestilent Mist,1740000,-1,-1,-1,70000202,-1,0,3,-1,1
130144,[Orbeck - Spells - Logan's Scroll] Great Magic Shield,1331000,-1,-1,-1,70000202,-1,0,3,-1,1
130160,[Orbeck - Spells - Golden Scroll] Blinding Light,1807000,-1,-1,-1,70000204,-1,0,3,-1,1
130161,[Orbeck - Spells - Golden Scroll] Hidden Weapon,1340000,-1,-1,-1,70000204,-1,0,3,-1,1
130162,[Orbeck - Spells - Golden Scroll] Hidden Body,1341000,-1,-1,-1,70000204,-1,0,3,-1,1
130163,[Orbeck - Spells - Golden Scroll] Repair,1353000,-1,-1,-1,70000204,-1,0,3,-1,1
130164,[Orbeck - Spells - Golden Scroll] Cast Light,1350000,-1,-1,-1,70000204,-1,0,3,-1,1
130165,[Orbeck - Spells - Golden Scroll] Twisted Wall of Light,1651000,-1,-1,-1,70000204,-1,0,3,-1,1
130180,[Orbeck - Spells - Crystal Scroll] Soul Stream,1620000,-1,-1,-1,70000203,-1,0,3,-1,1
130181,[Orbeck - Spells - Crystal Scroll] Soul Geyser,1303000,-1,-1,-1,70000203,-1,0,3,-1,1
130183,[Orbeck - Spells - Crystal Scroll] Homing Crystal Soulmass,1305000,-1,-1,-1,70000203,-1,0,3,-1,1
130184,[Orbeck - Spells - Crystal Scroll] Crystal Soul Spear,1307000,-1,-1,-1,70000203,-1,0,3,-1,1
