ID,Name,Ongoing Visual FX ID,Ongoing Sound FX ID,Initial Visual FX ID,Initial Sound FX ID,Finish Visual FX ID,Finish Sound FX ID,Hide Start Distance,Hide End Distance,Transform - Protector ID,Ongoing Model Point ID,Initial Model Point ID,Finish Model Point ID,Effect Type,Weapon Enchant ID 0,Play Category,Play Priority,Large Effect Exists,Soul Effect Exists,Invisible Whilst Hidden,Enable Hide Fields,Invisible in Camouflage for Friend,Add Map Area Block Offset,Enable Half Hidden,Is Full Body Protector ID,Is Invisible Weapon,Is Silent,Is Hand Protector ID,Unk,Unk,Unk,Unk,Unk,Decal ID 0,Decal ID 1,Weapon Enchant ID 1,Effect VFX Type 0,Effect VFX Type 1,Body Protector Type,Effect VFX - Dummy ID 0,Effect VFX - Dummy ID 1,Effect VFX - Dummy ID 2,Effect VFX - Dummy ID 3,Effect VFX - Dummy ID 4,Effect VFX - Dummy ID 5,Effect VFX - Dummy ID 6,Effect VFX - Dummy ID 7,Effect VFX - Dummy ID 8,Effect VFX - Dummy ID 9,Effect VFX - Dummy ID 10,Effect VFX - Dummy ID 11,Effect VFX - Dummy ID 12,Effect VFX - Dummy ID 13,Effect VFX - Dummy ID 14,Effect VFX - Dummy ID 15,Unk,Phantom Type,Camouflage Ghost,Unk12,Phantom Param ID,Emissive Intensity Scale,Unk,Body Protector Val,Unk,Ember Intensity Scale
63401,NPC - Movement,612020,612020,-1,-1,-1,-1,-1,-1,-1,301,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65000,,650211,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65001,,650206,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65010,,650216,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65020,,650250,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65021,,650251,-1,-1,-1,-1,-1,-1,-1,-1,800,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65022,,650251,-1,-1,-1,-1,-1,-1,-1,-1,801,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65023,,650251,-1,-1,-1,-1,-1,-1,-1,-1,810,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65024,,650251,-1,-1,-1,-1,-1,-1,-1,-1,811,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65025,,650255,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65026,,650256,-1,-1,-1,-1,-1,-1,-1,-1,800,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65027,,650256,-1,-1,-1,-1,-1,-1,-1,-1,801,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65028,,650256,-1,-1,-1,-1,-1,-1,-1,-1,810,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65029,,650256,-1,-1,-1,-1,-1,-1,-1,-1,811,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65030,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.05,1.5,-1,0,-1
65031,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.4,1.5,-1,0,-1
65032,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.4,1.5,-1,0,-1
65033,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.6,0.3,-1,0,-1
65034,,650252,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65035,,650227,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
65100,,662147,-1,-1,-1,-1,-1,-1,-1,-1,199,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
69998,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
69999,### Illusions ###,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
70000,Goat Dragonform - Head,-1,-1,840,-1,-1,-1,-1,-1,1000000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70001,Goat Dragonform - Body,-1,-1,840,-1,-1,-1,-1,-1,1000000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70010,Capra Demon - Head,-1,-1,840,-1,-1,-1,-1,-1,1170000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70011,Capra Demon - Body,-1,-1,840,-1,-1,-1,-1,-1,1170000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70020,Titanite Demon - Head,-1,-1,840,-1,-1,-1,-1,-1,1180000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70021,Titanite Demon - Body,-1,-1,840,-1,-1,-1,-1,-1,1180000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70030,Murkman - Head,-1,-1,840,-1,-1,-1,-1,-1,1130000,-1,8,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70031,Murkman - Body,-1,-1,840,-1,-1,-1,-1,-1,1130000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70040,Skeleton 1 - Head,-1,-1,840,-1,-1,-1,-1,-1,1120000,-1,8,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70041,Skeleton 1 - Body,-1,-1,840,-1,-1,-1,-1,-1,1120000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70050,Skeleton 2 - Head,-1,-1,840,-1,-1,-1,-1,-1,1140000,-1,8,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70051,Skeleton 2 - Body,-1,-1,840,-1,-1,-1,-1,-1,1140000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70060,Skeleton 3 - Head,-1,-1,840,-1,-1,-1,-1,-1,1150000,-1,8,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70061,Skeleton 3 - Body,-1,-1,840,-1,-1,-1,-1,-1,1150000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70070,Skeleton 4 - Head,-1,-1,840,-1,-1,-1,-1,-1,1160000,-1,8,-1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70071,Skeleton 4 - Body,-1,-1,840,-1,-1,-1,-1,-1,1160000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70080,Hunter - Head,-1,-1,840,-1,-1,-1,-1,-1,1190000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70081,Hunter - Body,-1,-1,840,-1,-1,-1,-1,-1,1190000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70090,Gough's Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10010000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70091,Gough's Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10010000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70100,Crimson Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10020000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70101,Crimson Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10020000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70110,Channeler Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10030000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70111,Channeler Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10030000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70120,Astrologist Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10040000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70121,Astrologist Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10040000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70130,Aurous Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10050000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70131,Aurous Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10050000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70140,Dragon Acolyte Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10060000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70141,Dragon Acolyte Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10060000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70150,Vengarl's Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10070000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70151,Vengarl's Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10070000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70160,Chester's Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10080000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70161,Chester's Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10080000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70170,Winged Helm of Ridoh - Head,-1,-1,840,-1,-1,-1,-1,-1,10090000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70180,King's Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10100000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70181,King's Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10100000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70190,Bear's Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10110000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70191,Bear's Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10110000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70200,Thorolund Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10120000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70201,Thorolund Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10120000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70210,Raime's Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10130000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70211,Raime's Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10130000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70220,Alonne Captain Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10140000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70221,Alonne Captain Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10140000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70230,Gravekeeper Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10150000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70231,Gravekeeper Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10150000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70240,Attendant Set - Head,-1,-1,840,-1,-1,-1,-1,-1,10160000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70241,Attendant Set - Body,-1,-1,840,-1,-1,-1,-1,-1,10160000,-1,7,-1,0,0,2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70250,Artificial Helmet - Head,-1,-1,840,-1,-1,-1,-1,-1,10170000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70260,Giant-horned Helmet - Head,-1,-1,840,-1,-1,-1,-1,-1,10180000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70270,Snail Shell - Head,-1,-1,840,-1,-1,-1,-1,-1,10190000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70280,Overseer's Mask - Head,-1,-1,840,-1,-1,-1,-1,-1,10200000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
70290,Suspicious Gold Mask - Head,-1,-1,840,-1,-1,-1,-1,-1,10210000,-1,8,-1,0,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,-1,0,-1,0,-1
